original_path,new_path,category,reason
comprehensive_reindex.py,tools/comprehensive_reindex.py,python_script,Consolidate Python scripts into tools/
comprehensive_home_deepdive.py,tools/comprehensive_home_deepdive.py,python_script,Consolidate Python scripts into tools/
scattered_files_scanner.py,tools/scattered_files_scanner.py,python_script,Consolidate Python scripts into tools/
comprehensive_home_scanner.py,tools/comprehensive_home_scanner.py,python_script,Consolidate Python scripts into tools/
quick_home_analysis.py,tools/quick_home_analysis.py,python_script,Consolidate Python scripts into tools/
generate_simple_mapping.py,tools/generate_simple_mapping.py,python_script,Consolidate Python scripts into tools/
generate_folder_flattening_mapping.py,tools/generate_folder_flattening_mapping.py,python_script,Consolidate Python scripts into tools/
execute_consolidation_auto.py,tools/execute_consolidation_auto.py,python_script,Consolidate Python scripts into tools/
execute_consolidation_simple.py,tools/execute_consolidation_simple.py,python_script,Consolidate Python scripts into tools/
final_duplicate_removal_report.py,tools/final_duplicate_removal_report.py,python_script,Consolidate Python scripts into tools/
create_intelligent_inventory.py,tools/create_intelligent_inventory.py,python_script,Consolidate Python scripts into tools/
generate_intelligence_dashboard.py,tools/generate_intelligence_dashboard.py,python_script,Consolidate Python scripts into tools/
restore_files.py,tools/restore_files.py,python_script,Consolidate Python scripts into tools/
multifolder_deepdive_consolidate.py,tools/multifolder_deepdive_consolidate.py,python_script,Consolidate Python scripts into tools/
master_file_scanner.py,tools/master_file_scanner.py,python_script,Consolidate Python scripts into tools/
run_deep_duplicate_analysis.py,tools/run_deep_duplicate_analysis.py,python_script,Consolidate Python scripts into tools/
home_directory_deep_dive.py,tools/home_directory_deep_dive.py,python_script,Consolidate Python scripts into tools/
quick_compare.py,tools/quick_compare.py,python_script,Consolidate Python scripts into tools/
split_json_analysis.py,tools/split_json_analysis.py,python_script,Consolidate Python scripts into tools/
advanced_content_aware_duplicate_finder.py,tools/advanced_content_aware_duplicate_finder.py,python_script,Consolidate Python scripts into tools/
generate_consolidation_mapping.py,tools/generate_consolidation_mapping.py,python_script,Consolidate Python scripts into tools/
scan_all_files.py,tools/scan_all_files.py,python_script,Consolidate Python scripts into tools/
advanced_content_intelligence.py,tools/advanced_content_intelligence.py,python_script,Consolidate Python scripts into tools/
comprehensive_content_aware_finder.py,tools/comprehensive_content_aware_finder.py,python_script,Consolidate Python scripts into tools/
consolidate_scattered_files.py,tools/consolidate_scattered_files.py,python_script,Consolidate Python scripts into tools/
enhanced_duplicate_finder.py,tools/enhanced_duplicate_finder.py,python_script,Consolidate Python scripts into tools/
phase1_consolidation.py,tools/phase1_consolidation.py,python_script,Consolidate Python scripts into tools/
cleanup_extra_files.py,tools/cleanup_extra_files.py,python_script,Consolidate Python scripts into tools/
quick_python_inventory.py,tools/quick_python_inventory.py,python_script,Consolidate Python scripts into tools/
execute_consolidation.py,tools/execute_consolidation.py,python_script,Consolidate Python scripts into tools/
find_all_duplicates_aggressive.py,tools/find_all_duplicates_aggressive.py,python_script,Consolidate Python scripts into tools/
flatten_nested_folders.py,tools/flatten_nested_folders.py,python_script,Consolidate Python scripts into tools/
create_organization_package.py,tools/create_organization_package.py,python_script,Consolidate Python scripts into tools/
compare_simplegallery.py,tools/compare_simplegallery.py,python_script,Consolidate Python scripts into tools/
csv-html-sphinx-docs_generator.py,tools/csv-html-sphinx-docs_generator.py,python_script,Consolidate Python scripts into tools/
cleanup_extra_files_auto.py,tools/cleanup_extra_files_auto.py,python_script,Consolidate Python scripts into tools/
DOCUMENTS_INDEXER_20260101.py,tools/DOCUMENTS_INDEXER_20260101.py,python_script,Consolidate Python scripts into tools/
verify_duplicates.py,tools/verify_duplicates.py,python_script,Consolidate Python scripts into tools/
find_duplicates.py,tools/find_duplicates.py,python_script,Consolidate Python scripts into tools/
generate_duplicates_csv.py,tools/generate_duplicates_csv.py,python_script,Consolidate Python scripts into tools/
find_duplicates_by_name_size.py,tools/find_duplicates_by_name_size.py,python_script,Consolidate Python scripts into tools/
music-analysis/ANALYZE_MUSIC.py,tools/analysis/ANALYZE_MUSIC.py,python_script,Consolidate Python scripts into tools/
music-analysis/IDENTIFY_YOUR_MUSIC.py,tools/analysis/IDENTIFY_YOUR_MUSIC.py,python_script,Consolidate Python scripts into tools/
organization-tools/downloads_categorizer.py,tools/downloads_categorizer.py,python_script,Consolidate Python scripts into tools/
organization-tools/duplicate_finder.py,tools/duplicate_finder.py,python_script,Consolidate Python scripts into tools/
organization-tools/database_inventory.py,tools/database_inventory.py,python_script,Consolidate Python scripts into tools/
html-assets/ANALYZE_TOPICS.py,tools/analysis/ANALYZE_TOPICS.py,python_script,Consolidate Python scripts into tools/
html-assets/ANALYZE_AND_ORGANIZE_HTML.py,tools/analysis/ANALYZE_AND_ORGANIZE_HTML.py,python_script,Consolidate Python scripts into tools/
html-assets/ANALYZE_DUPLICATES_AND_ROOT.py,tools/analysis/ANALYZE_DUPLICATES_AND_ROOT.py,python_script,Consolidate Python scripts into tools/
html-assets/ORGANIZE_ROOT_AND_MERGE.py,tools/ORGANIZE_ROOT_AND_MERGE.py,python_script,Consolidate Python scripts into tools/
html-assets/REORGANIZE_HTML_BY_TOPIC.py,tools/REORGANIZE_HTML_BY_TOPIC.py,python_script,Consolidate Python scripts into tools/
music-empire/DEEP_SEARCH_YOUR_CONTENT.py,tools/DEEP_SEARCH_YOUR_CONTENT.py,python_script,Consolidate Python scripts into tools/
music-empire/SEARCH_INVIDEO_AND_PROOFS.py,tools/SEARCH_INVIDEO_AND_PROOFS.py,python_script,Consolidate Python scripts into tools/
music-empire/COMPARE_AND_CLEANUP_SUNO_FOLDERS.py,tools/COMPARE_AND_CLEANUP_SUNO_FOLDERS.py,python_script,Consolidate Python scripts into tools/
music-empire/CLEANUP_AND_COMPARE.py,tools/CLEANUP_AND_COMPARE.py,python_script,Consolidate Python scripts into tools/
music-empire/RECATEGORIZE_OTHER_MUSIC.py,tools/RECATEGORIZE_OTHER_MUSIC.py,python_script,Consolidate Python scripts into tools/
music-empire/ORGANIZE_FROM_INVENTORY.py,tools/ORGANIZE_FROM_INVENTORY.py,python_script,Consolidate Python scripts into tools/
music-empire/BATCH_ORGANIZE.py,tools/BATCH_ORGANIZE.py,python_script,Consolidate Python scripts into tools/
 Master Documentation Index/create_docs_index.py,tools/create_docs_index.py,python_script,Consolidate Python scripts into tools/
ai-voice-agents/run_ai_voice_agents.py,tools/run_ai_voice_agents.py,python_script,Consolidate Python scripts into tools/
ai-voice-agents/code_intelligence_engine.py,tools/code_intelligence_engine.py,python_script,Consolidate Python scripts into tools/
ai-voice-agents/heavenly_hands_call_center_agent.py,tools/heavenly_hands_call_center_agent.py,python_script,Consolidate Python scripts into tools/
ai-voice-agents/openai_voice_agent.py,tools/openai_voice_agent.py,python_script,Consolidate Python scripts into tools/
intelligencTtools/master_content_analyzer.py,tools/analysis/master_content_analyzer.py,python_script,Consolidate Python scripts into tools/
intelligencTtools/deep_analyze_hidden_folders.py,tools/analysis/deep_analyze_hidden_folders.py,python_script,Consolidate Python scripts into tools/
intelligencTtools/intelligent_documents_analyzer.py,tools/analysis/intelligent_documents_analyzer.py,python_script,Consolidate Python scripts into tools/
intelligencTtools/scan_hidden_folders.py,tools/scan_hidden_folders.py,python_script,Consolidate Python scripts into tools/
ai-ml-notes/dedup_merge.py,tools/dedup_merge.py,python_script,Consolidate Python scripts into tools/
ai-ml-notes/clean_filenames.py,tools/clean_filenames.py,python_script,Consolidate Python scripts into tools/
seo-domination-engine/seo_domination_engine.py,tools/seo_domination_engine.py,python_script,Consolidate Python scripts into tools/
seo-domination-engine/__init__.py,tools/__init__.py,python_script,Consolidate Python scripts into tools/
avatararts-deployment/heavenly_hands_web.py,tools/heavenly_hands_web.py,python_script,Consolidate Python scripts into tools/
scripts/parse_file_inventories.py,tools/parse_file_inventories.py,python_script,Consolidate Python scripts into tools/
scripts/analyze_scattered_files.py,tools/analysis/analyze_scattered_files.py,python_script,Consolidate Python scripts into tools/
scripts/INTELLIGENT_MERGE.py,tools/INTELLIGENT_MERGE.py,python_script,Consolidate Python scripts into tools/
scripts/analyze_home_directory.py,tools/analysis/analyze_home_directory.py,python_script,Consolidate Python scripts into tools/
avatararts/gallery_init.py,tools/gallery_init.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/batch_add_metadata.py,tools/batch_add_metadata.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/add_downloads_to_bundles.py,tools/add_downloads_to_bundles.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/create_unified_master_catalog.py,tools/create_unified_master_catalog.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/process_final_csv.py,tools/process_final_csv.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/avatararts_organizer.py,tools/avatararts_organizer.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/identify_files_needing_transcription.py,tools/identify_files_needing_transcription.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/merge_all_google_sheets.py,tools/merge_all_google_sheets.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/cleanup_bundle_duplicates.py,tools/cleanup_bundle_duplicates.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/fix_bundle_names.py,tools/fix_bundle_names.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/create_ultimate_master_report.py,tools/create_ultimate_master_report.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/apply_easy_organization.py,tools/apply_easy_organization.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/config_manager.py,tools/config_manager.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/deep_suno_analysis.py,tools/deep_suno_analysis.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/create_new_series_volumes.py,tools/create_new_series_volumes.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/analyze_current_structure.py,tools/analysis/analyze_current_structure.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/ultimate_music_intelligence.py,tools/ultimate_music_intelligence.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/analyze_all_durations.py,tools/analysis/analyze_all_durations.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/fix_downloaded_filenames.py,tools/fix_downloaded_filenames.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/smart_organizer.py,tools/smart_organizer.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/comprehensive_cross_reference.py,tools/comprehensive_cross_reference.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/customer_retention_engine.py,tools/customer_retention_engine.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/deep_content_aware_analysis.py,tools/deep_content_aware_analysis.py,python_script,Consolidate Python scripts into tools/
advanced_toolkit/download_missing_songs.py,tools/download_missing_songs.py,python_script,Consolidate Python scripts into tools/
html-assets/CodeAnalysis.html,assets/html/CodeAnalysis.html,html_file,Consolidate HTML files into assets/html/
html-assets/refind-img-generation 2.html,assets/html/refind-img-generation 2.html,html_file,Consolidate HTML files into assets/html/
html-assets/Fun Tools e46d44efa2eb488987e7511103b97870.html,assets/html/Fun Tools e46d44efa2eb488987e7511103b97870.html,html_file,Consolidate HTML files into assets/html/
html-assets/Best-AI-Tools-7cf54c1fdd3149b6a868a84f74403450.html,assets/html/Best-AI-Tools-7cf54c1fdd3149b6a868a84f74403450.html,html_file,Consolidate HTML files into assets/html/
html-assets/seamless.html,assets/html/seamless.html,html_file,Consolidate HTML files into assets/html/
html-assets/REVIEW_INDEX.html,assets/html/REVIEW_INDEX.html,html_file,Consolidate HTML files into assets/html/
html-assets/Image Editing 682d6f8e245348068be4de155a243c3f 1.html,assets/html/Image Editing 682d6f8e245348068be4de155a243c3f 1.html,html_file,Consolidate HTML files into assets/html/
html-assets/dark 1.html,assets/html/dark 1.html,html_file,Consolidate HTML files into assets/html/
"html-assets/I’m Not a Grinch, I’m Just Selectively Festive Gra dd033029b23943b9a625aeac470618c2.html","assets/html/I’m Not a Grinch, I’m Just Selectively Festive Gra dd033029b23943b9a625aeac470618c2.html",html_file,Consolidate HTML files into assets/html/
html-assets/cover2.html,assets/html/cover2.html,html_file,Consolidate HTML files into assets/html/
html-assets/test_sample.html,assets/html/test_sample.html,html_file,Consolidate HTML files into assets/html/
html-assets/fancy.html,assets/html/fancy.html,html_file,Consolidate HTML files into assets/html/
html-assets/Funny Sarcastic Mug Sublimation Bundle Graphic by  36f981b342f149bcaa00a1cd6c48f62c.html,assets/html/Funny Sarcastic Mug Sublimation Bundle Graphic by  36f981b342f149bcaa00a1cd6c48f62c.html,html_file,Consolidate HTML files into assets/html/
html-assets/YouTube Shorts Content GeneratorTrashCat Origin 17036221d8b281eb9bd8f91deb651988.html,assets/html/YouTube Shorts Content GeneratorTrashCat Origin 17036221d8b281eb9bd8f91deb651988.html,html_file,Consolidate HTML files into assets/html/
html-assets/Funny Gingerbread Nurse Christmas PNG Graphic by T 95cfecd23cef437285d717242e660937.html,assets/html/Funny Gingerbread Nurse Christmas PNG Graphic by T 95cfecd23cef437285d717242e660937.html,html_file,Consolidate HTML files into assets/html/
html-assets/Organizing and improving AI directories list.html,assets/html/Organizing and improving AI directories list.html,html_file,Consolidate HTML files into assets/html/
html-assets/Video Tools 15936221d8b2817b8074e69cd969f4c7.html,assets/html/Video Tools 15936221d8b2817b8074e69cd969f4c7.html,html_file,Consolidate HTML files into assets/html/
html-assets/Anti-Valentine's_Raccoon_Designs2 2.html,assets/html/Anti-Valentine's_Raccoon_Designs2 2.html,html_file,Consolidate HTML files into assets/html/
html-assets/FFmpeg_MP4_to_MP3_Conversion.html,assets/html/FFmpeg_MP4_to_MP3_Conversion.html,html_file,Consolidate HTML files into assets/html/
html-assets/1001.html,assets/html/1001.html,html_file,Consolidate HTML files into assets/html/
html-assets/Image Tools 15936221d8b281ba8732fffc846ae604.html,assets/html/Image Tools 15936221d8b281ba8732fffc846ae604.html,html_file,Consolidate HTML files into assets/html/
html-assets/popup.html,assets/html/popup.html,html_file,Consolidate HTML files into assets/html/
html-assets/gall.html,assets/html/gall.html,html_file,Consolidate HTML files into assets/html/
html-assets/leo1.html,assets/html/leo1.html,html_file,Consolidate HTML files into assets/html/
html-assets/Domain Deployment Guide.html,assets/html/Domain Deployment Guide.html,html_file,Consolidate HTML files into assets/html/
html-assets/layout.html,assets/html/layout.html,html_file,Consolidate HTML files into assets/html/
html-assets/Image Generator bed0f44d07454df1ac703f3a3b987f59.html,assets/html/Image Generator bed0f44d07454df1ac703f3a3b987f59.html,html_file,Consolidate HTML files into assets/html/
html-assets/Debunking the Mayan Calendar Myths A comprehensi 15336221d8b281ad99e3cc6dc2e09ecf.html,assets/html/Debunking the Mayan Calendar Myths A comprehensi 15336221d8b281ad99e3cc6dc2e09ecf.html,html_file,Consolidate HTML files into assets/html/
html-assets/glitch.html,assets/html/glitch.html,html_file,Consolidate HTML files into assets/html/
html-assets/Catchy_YouTube_#Shorts_Titles-2025-05-01 1.html,assets/html/Catchy_YouTube_#Shorts_Titles-2025-05-01 1.html,html_file,Consolidate HTML files into assets/html/
html-assets/Design Assistant 53c27f5899f248458bc8ccbceb594692.html,assets/html/Design Assistant 53c27f5899f248458bc8ccbceb594692.html,html_file,Consolidate HTML files into assets/html/
"html-assets/I Do It for the Ho's,Retro Santa Png Graphic by Ma 9abf2ac559894754b9e0136f8de78789.html","assets/html/I Do It for the Ho's,Retro Santa Png Graphic by Ma 9abf2ac559894754b9e0136f8de78789.html",html_file,Consolidate HTML files into assets/html/
html-assets/hovercard 1.html,assets/html/hovercard 1.html,html_file,Consolidate HTML files into assets/html/
html-assets/DiGiTaL DiVe Instructions.html,assets/html/DiGiTaL DiVe Instructions.html,html_file,Consolidate HTML files into assets/html/
html-assets/card.html,assets/html/card.html,html_file,Consolidate HTML files into assets/html/
html-assets/YouTube Shorts Content GeneratorTrashCat Origin 17036221d8b281de84c8d555fd5decc5.html,assets/html/YouTube Shorts Content GeneratorTrashCat Origin 17036221d8b281de84c8d555fd5decc5.html,html_file,Consolidate HTML files into assets/html/
html-assets/DiGiTaL_DiVe 2.html,assets/html/DiGiTaL_DiVe 2.html,html_file,Consolidate HTML files into assets/html/
html-assets/Inflated Christmas Tumbler Bundle Graphic by Chris ca7c20dab2d54e1d9ef2c389803244d2.html,assets/html/Inflated Christmas Tumbler Bundle Graphic by Chris ca7c20dab2d54e1d9ef2c389803244d2.html,html_file,Consolidate HTML files into assets/html/
html-assets/Video Editing 240fc9561f78429b98d924816a075964 1.html,assets/html/Video Editing 240fc9561f78429b98d924816a075964 1.html,html_file,Consolidate HTML files into assets/html/
html-assets/leo3.html,assets/html/leo3.html,html_file,Consolidate HTML files into assets/html/
html-assets/YouTube Shorts Content GeneratorTrashCat Origin 17036221d8b281428eddc4476d3cae1b.html,assets/html/YouTube Shorts Content GeneratorTrashCat Origin 17036221d8b281428eddc4476d3cae1b.html,html_file,Consolidate HTML files into assets/html/
html-assets/Add_Jump_Up_Button.html,assets/html/Add_Jump_Up_Button.html,html_file,Consolidate HTML files into assets/html/
html-assets/Image_Series_Beautiful_Mess 2.html,assets/html/Image_Series_Beautiful_Mess 2.html,html_file,Consolidate HTML files into assets/html/
html-assets/Image Tools 15936221d8b28149be92f1b400137243.html,assets/html/Image Tools 15936221d8b28149be92f1b400137243.html,html_file,Consolidate HTML files into assets/html/
html-assets/DiGiTaL_DiVe_Image_Generation_Instructions 2.html,assets/html/DiGiTaL_DiVe_Image_Generation_Instructions 2.html,html_file,Consolidate HTML files into assets/html/
html-assets/test_20250102115142.html,assets/html/test_20250102115142.html,html_file,Consolidate HTML files into assets/html/
html-assets/Hilarious Christmas Puns Bundle PNG Graphic by Ell 558cdd0e824c4605b2e3198797eaa058.html,assets/html/Hilarious Christmas Puns Bundle PNG Graphic by Ell 558cdd0e824c4605b2e3198797eaa058.html,html_file,Consolidate HTML files into assets/html/
html-assets/Video Tools 15936221d8b2819fbf4acc001889d694.html,assets/html/Video Tools 15936221d8b2819fbf4acc001889d694.html,html_file,Consolidate HTML files into assets/html/
html-assets/python-script-for-image-renaming-and-copying-6c58f096.html,assets/html/python-script-for-image-renaming-and-copying-6c58f096.html,html_file,Consolidate HTML files into assets/html/
html-assets/Automation-Sora-epic.html,assets/html/Automation-Sora-epic.html,html_file,Consolidate HTML files into assets/html/
ADVANCED_DUPLICATES_MAPPING_20260101_140422.csv,data/ADVANCED_DUPLICATES_MAPPING_20260101_140422.csv,data_file,Organize data files into data/ directory
REINDEX_20260101_140846_FILES.csv,index/REINDEX_20260101_140846_FILES.csv,data_file,Organize data files into data/ directory
DUPLICATES_BY_NAME_SIZE_20260101_140249.csv,data/DUPLICATES_BY_NAME_SIZE_20260101_140249.csv,data_file,Organize data files into data/ directory
MULTIFOLDER_DEEPDIVE_20260101_140141_INVENTORY.csv,data/MULTIFOLDER_DEEPDIVE_20260101_140141_INVENTORY.csv,data_file,Organize data files into data/ directory
MULTIFOLDER_DEEPDIVE_20260101_140141_CONSOLIDATION.csv,data/MULTIFOLDER_DEEPDIVE_20260101_140141_CONSOLIDATION.csv,data_file,Organize data files into data/ directory
CLEANUP_EXTRA_FILES_20260101_140648.csv,data/CLEANUP_EXTRA_FILES_20260101_140648.csv,data_file,Organize data files into data/ directory
MULTIFOLDER_DEEPDIVE_20260101_140141_SCATTERED.csv,data/MULTIFOLDER_DEEPDIVE_20260101_140141_SCATTERED.csv,data_file,Organize data files into data/ directory
REINDEX_20260101_140846_DIRECTORIES.csv,index/REINDEX_20260101_140846_DIRECTORIES.csv,data_file,Organize data files into data/ directory
MULTIFOLDER_DEEPDIVE_20260101_134316_SCATTERED.csv,data/MULTIFOLDER_DEEPDIVE_20260101_134316_SCATTERED.csv,data_file,Organize data files into data/ directory
FOLDER_FLATTENING_MAPPING_20260101_135916.csv,data/FOLDER_FLATTENING_MAPPING_20260101_135916.csv,data_file,Organize data files into data/ directory
MULTIFOLDER_DEEPDIVE_20260101_134316_INVENTORY.csv,data/MULTIFOLDER_DEEPDIVE_20260101_134316_INVENTORY.csv,data_file,Organize data files into data/ directory
MULTIFOLDER_DEEPDIVE_20260101_134316_DUPLICATES.csv,data/MULTIFOLDER_DEEPDIVE_20260101_134316_DUPLICATES.csv,data_file,Organize data files into data/ directory
CONSOLIDATION_MAPPING_20260101_135104.csv,data/CONSOLIDATION_MAPPING_20260101_135104.csv,data_file,Organize data files into data/ directory
ALL_DUPLICATES_20260101_140312.csv,data/ALL_DUPLICATES_20260101_140312.csv,data_file,Organize data files into data/ directory
COMPREHENSIVE_DUPLICATES_MAPPING_20260101_140513.csv,data/COMPREHENSIVE_DUPLICATES_MAPPING_20260101_140513.csv,data_file,Organize data files into data/ directory
REINDEX_20260101_140846_STATISTICS.csv,index/REINDEX_20260101_140846_STATISTICS.csv,data_file,Organize data files into data/ directory
CONSOLIDATION_MAPPING_20260101_135942.csv,data/CONSOLIDATION_MAPPING_20260101_135942.csv,data_file,Organize data files into data/ directory
MULTIFOLDER_DEEPDIVE_20260101_134316_CONSOLIDATION.csv,data/MULTIFOLDER_DEEPDIVE_20260101_134316_CONSOLIDATION.csv,data_file,Organize data files into data/ directory
COMPLETE_DUPLICATES_MAPPING.csv,data/COMPLETE_DUPLICATES_MAPPING.csv,data_file,Organize data files into data/ directory
html-assets/HTML_ORGANIZATION_LOG_20251126_020103.csv,data/HTML_ORGANIZATION_LOG_20251126_020103.csv,data_file,Organize data files into data/ directory
html-assets/HTML_ORGANIZATION_LOG_20251127_094636.csv,data/HTML_ORGANIZATION_LOG_20251127_094636.csv,data_file,Organize data files into data/ directory
html-assets/HTML_ROOT_MERGE_LOG_20251127_100030.csv,data/HTML_ROOT_MERGE_LOG_20251127_100030.csv,data_file,Organize data files into data/ directory
music-empire/COMPLETE_FILE_INVENTORY.csv,data/COMPLETE_FILE_INVENTORY.csv,data_file,Organize data files into data/ directory
Portfolio/portfolio_descriptions.csv,data/portfolio_descriptions.csv,data_file,Organize data files into data/ directory
advanced_toolkit/ALL_FILES_ANALYSIS.csv,index/ALL_FILES_ANALYSIS.csv,data_file,Organize data files into data/ directory
advanced_toolkit/PORTFOLIO_HTML_FOUND.csv,data/PORTFOLIO_HTML_FOUND.csv,data_file,Organize data files into data/ directory
advanced_toolkit/SCRIPTS_CATEGORIZED.csv,data/SCRIPTS_CATEGORIZED.csv,data_file,Organize data files into data/ directory
advanced_toolkit/PROCESS_FILES_ANALYSIS.csv,index/PROCESS_FILES_ANALYSIS.csv,data_file,Organize data files into data/ directory
advanced_toolkit/PORTFOLIO_MARKDOWN_FOUND.csv,data/PORTFOLIO_MARKDOWN_FOUND.csv,data_file,Organize data files into data/ directory
advanced_toolkit/PORTFOLIO_PDF_FOUND.csv,data/PORTFOLIO_PDF_FOUND.csv,data_file,Organize data files into data/ directory
advanced_toolkit/Site-SOCIALS-MASTER-PLAN.csv,data/Site-SOCIALS-MASTER-PLAN.csv,data_file,Organize data files into data/ directory
advanced_toolkit/FLATTEN_BACKUP_MAPPING.csv,data/FLATTEN_BACKUP_MAPPING.csv,data_file,Organize data files into data/ directory
n8n-local/n8n_templates_cleaned_view.csv,data/n8n_templates_cleaned_view.csv,data_file,Organize data files into data/ directory
n8n-local/n8n Templates - dataset_n8n-template-scraper_2025-12-04_18-51-25-722.csv,data/n8n Templates - dataset_n8n-template-scraper_2025-12-04_18-51-25-722.csv,data_file,Organize data files into data/ directory
n8n-local/n8n-template-scraper_2025-12-04_18-51-25-722.csv,data/n8n-template-scraper_2025-12-04_18-51-25-722.csv,data_file,Organize data files into data/ directory
n8n-local/n8n-template-scraper_2025-12-03_04-11-52-840(1).csv,data/n8n-template-scraper_2025-12-03_04-11-52-840(1).csv,data_file,Organize data files into data/ directory
n8n-local/n8n_templates_enriched_with_links.csv,data/n8n_templates_enriched_with_links.csv,data_file,Organize data files into data/ directory
Dr_Adu_GainesvillePFS_SEO_Project/DATA_06_utilities_system_tools_docs-09-05-11_12.csv,data/DATA_06_utilities_system_tools_docs-09-05-11_12.csv,data_file,Organize data files into data/ directory
Dr_Adu_GainesvillePFS_SEO_Project/documents_backup_10-15-01:51.csv,data/documents_backup_10-15-01:51.csv,data_file,Organize data files into data/ directory
Dr_Adu_GainesvillePFS_SEO_Project/filled_prompts_expanded_image_data-05-30-22-21.csv,data/filled_prompts_expanded_image_data-05-30-22-21.csv,data_file,Organize data files into data/ directory
Dr_Adu_GainesvillePFS_SEO_Project/docs-09-05-12:27.csv,data/docs-09-05-12:27.csv,data_file,Organize data files into data/ directory
Dr_Adu_GainesvillePFS_SEO_Project/image_data_Dr_Adu_GainesvillePFS_SEO_Project_20251126_095415.csv,data/image_data_Dr_Adu_GainesvillePFS_SEO_Project_20251126_095415.csv,data_file,Organize data files into data/ directory
MASTER_SEO_PACKAGE_2024/CSV_INVENTORIES/13_JavaScript_Tools_20251126_095415.csv,data/13_JavaScript_Tools_20251126_095415.csv,data_file,Organize data files into data/ directory
MASTER_SEO_PACKAGE_2024/CSV_INVENTORIES/workspace_20251126_095510.csv,data/workspace_20251126_095510.csv,data_file,Organize data files into data/ directory
MASTER_SEO_PACKAGE_2024/CSV_INVENTORIES/organize_20251126_095509.csv,data/organize_20251126_095509.csv,data_file,Organize data files into data/ directory
MASTER_SEO_PACKAGE_2024/CSV_INVENTORIES/organized_20251126_095359.csv,data/organized_20251126_095359.csv,data_file,Organize data files into data/ directory
MASTER_SEO_PACKAGE_2024/CSV_INVENTORIES/Downloads_20251126_095359 2.csv,data/Downloads_20251126_095359 2.csv,data_file,Organize data files into data/ directory
MASTER_SEO_PACKAGE_2024/CSV_INVENTORIES/categories_20251126_095415.csv,data/categories_20251126_095415.csv,data_file,Organize data files into data/ directory
MASTER_SEO_PACKAGE_2024/CSV_INVENTORIES/system-cleanup-reports_20251126_095346.csv,data/system-cleanup-reports_20251126_095346.csv,data_file,Organize data files into data/ directory
MASTER_SEO_PACKAGE_2024/CSV_INVENTORIES/20251126_095348.csv,data/20251126_095348.csv,data_file,Organize data files into data/ directory
